_id,question,answer
229,"형사합의금은 얼마나 됩니까?","형사합의금은 법적인 의무사항이 아니기 때문에 별도로 정해져 있는 기준은 없으며 가해자의 재정적인 형편에 따라 좌우됩니다.
다만. 대체적으로는 초진을 기준으로 진단 1주당 50만원 내외에서 많이들 하는 편입니다.
그리고 사망사고의 경우엔 1.000만원 ~ 2.000만원 혹은 그 이상에서도 자주 이루어집니다."
230,"형사합의는 반드시 하나","형사합의는 반드시 하도록 규정된 사항이 아니며, 가해자가 형사처벌을 가볍게 하기 위한 방법이므로 가해자가 원치 않는다면 피해자 측에서 먼저 요구할 수는 없다. 가해자가 형사합의를 요청할 경우에는 적정한 금액으로 합의에 응하는 것이 좋습니다. 왜냐하면 형사합의는 가해자의 의무사항이 아니며, 피해자로서는 가해자를 처벌하는 것보다 물질적인 보상을 받는 것이 유리하기 때문입니다."
231,"화재보험에 가입된 건물에 화재가 발생하여 보상받고 얼마후","화재보험에 가입된 건물에 화재가 발생하여 보상받고 얼마후 화재가 또다시 발생하였으나 이번에는 보험회사에서 약간의 금액만을 보상한다고 합니다. 어찌된 것인가요?
  일반화재보험에서는 1억원 상당의 건물에 대한 화재보험에 가입시 건물에 화재가 발생하여 8천만원의 손실이 발생하였다면 가입금액(1억)에서 손해액을 지급하고 난 2천만원한도내에서 잔여보험기간동아 보상을 하게됩니다.
하지만 장기화재보험에서는 가입금액의 80%이하 손해라면 보험기간만기까지 몇번의 사고가 있을 경우라도 보상하게 됩니다.
만약 80%초과 손해가 발생하면 보험회사는 보험금을 지급하고 보험기간은 종료하게 됩니다.즉 장기손해보험에서는 보험가입금액의 80% 해당액 이하의 분손은 몇번 발생하더라도 보험가입금액의 감소없이 사고전의 보험가입금액이 됩니다 이를 자동복원제도라고 합니다."
232,"휴대품과 소지품 어떻게 구분하나","< 휴대품 > 
통상 몸에 지니고 있는 객관적으로 손해액 산정의 어려움 및 모랄리스크의 방지가 곤란한
물품. (예) 현금, 유가증권, 지갑, 만년필, 라이터, 손목시계, 귀금속, 기타 장신구 및 이와
유사한 물품.

< 소지품 >
휴대품을 제외한 통행인 및 차량에 보관중 또는 탑승중인 사람이 소지한 물품.
예) 휴대폰, 노트북, 캠코드, 카메라, CD플레이어, MP3, 워크맨, 녹음기, 전자수첩,
     전자사전, 휴대용 라디오, 핸드백, 서류가방, 골프채 등"
233,"휴대품과 소지품 어떻게 보상하나","대물배상담보에서 탑승자 및 통행인의 소지품에 대하여는 도덕적위험 및 객관적인 손해액
산정의 어려움을 이유로 보상하지 아니하였으나,  소지품을 세분화하여 휴대품과 소지품
으로 구분하고,소지품에 대해서는 피해자 1인당 200만원 한도내에서 실손 보상한다.
보상기준
(1) 타차 탑승지 및 통행장의 소지품 손해 중 소지품을 소지한 탑승자를 기준으로 피해자
     1인당 200만원 한도내에서 보상. (소유자 개념이 아닌 피해물을 소지한 탑승자 기준)
(2) 분실 및 도난에 의한 손해는 면책이므로 실제 소지사실이 입증된다고 하더라도 잔존물이
     있는 경우에 한하여 보상.
< 휴대품 > 
통상 몸에 지니고 있는 객관적으로 손해액 산정의 어려움 및 모랄리스크의 방지가 곤란한
물품. (예) 현금, 유가증권, 지갑, 만년필, 라이터, 손목시계, 귀금속, 기타 장신구 및 이와
유사한 물품.

< 소지품 >
휴대품을 제외한 통행인 및 차량에 보관중 또는 탑승중인 사람이 소지한 물품.
예) 휴대폰, 노트북, 캠코드, 카메라, CD플레이어, MP3, 워크맨, 녹음기, 전자수첩,
     전자사전, 휴대용 라디오, 핸드백, 서류가방, 골프채 등  "
234,"생명보험과 손해보험 상품 중복 보상되나","생명보험 상품은 약관에서 정한 사유가 발생하면 정해진 보험금을 지급하는 정액보상형 상품이기 때문에 손해보험 상품과 중복보상이 가능합니다. 중복가입시 비례보상이 되는 경우는 보상한도액 범위내에서 실제손해액을 확인하여 보험금을 지급하는 실손보상방식의 담보뿐이며, 의료비, 벌금, 배상책임 담보가 해당됩니다."
235,"청약철회 및 품질보증 제도란","청약철회 제도란 보험가입자가 청약일로부터 15일 이내에 청약을 마음대로 철회할 수 있는 것을 말합니다. 보험사의 가까운 지점에 직접 방문하거나 우편으로 신청합니다. 신청시에는 청약서부본을 반납해야 합니다. 우편의 경우 서류도착일 기준이 아니고 소인날짜를 기준으로 청약철회 신청일을 계산합니다.
품질보증 제도란 보험상품에 대해 설명을 받지 못했거나 약관 및 청약서부본을 전달받지 못한 경우에 계약일 기준 3개월 이내에 청약을 철회할 수 있는 것을 말합니다."
236,"소아 3대 암은 어떤 것을 말하나","소아3대암 이라 함은 소아에게 가장 발병빈도가 높은 백혈병, 뇌암, 임파선암을 말합니다.
백혈병: 백혈구가 암세포로 변해 증식하면서 조혈기관인 골수 및 보든 장기에침투, 혈구의 생산이 줄어드는 암의 일종
뇌암: 두개골(뇌, 뇌막, 뇌하수체, 뇌신경)안에 생기는 암
임파선암: 림프종이라고도 하며, 림프조직은 감역 등에서 몸을 지키는 중요한역할을 하고, 악성림프종은 이 림프조직을 구성하는 림프절, 비장, 편도 등의세포가 악성화하여 무제한으로 증식하는 질명."
237,"실제 입원비 외에 추가로 입원비가 지급되나","손해보험상품의 의료실비 보장에서는 실제 손해만을 보장하기 때문에 추가로 입원비가 보상되지는 않습니다. 다만 입원일수 따라 정액으로 보상을 받을 수 있는 보장(손해보험상품은 상해 및 질병입원비 보장, 생명보험상품은 입원급여금)에 가입하실 경우에는 추가로 보상을 받을 수 있습니다."
238,"입원치료시 병원비가 100% 보상되나","의료실비를 보장하는 손해보험상품에서 보상하는 의료비는 국민건강보험 적용을 받는 경우에는 본인부담액(급여부분의 본인부담분과 비급여부분)을 100%보상합니다.(단, 병실료 차액은 50%까지만 보상을 받을 수 있습니다.) 국민건강보험의 적용을 받지 못하는 경우에는 발생의료비의 40%(일반상해의료비의 경우 50%)를 한도로 보상을 받을 수 있으며, 자동차보험이나 산재보험으로 처리되어 보상을 받은 경우에는 추가로 보상을 받을 수 없습니다.(일반상해의료비의 경우 50% 보상)"
239,"특약을 추가하고 싶은데, 가능하나","보험계약은 주계약과 특약으로 구성되어 있으며 특약은 주계약에 종속되어 주계약의 보장내용을 강화시켜주는 역할을 합니다. 또한 보험가입은 피보험자의 직업이나 건강상태 등에 따라 가입한도가 제한되기도 합니다. 따라서 특약만 추가로 가입하실 수는 없습니다. 단, 특약의 감액 또는 해약은 가능하며 감액 또는 해약시 환급금이 발생할 경우 이를 지급하여 드립니다."
240,"해약한 보험의 해약을 취소할 수 있나","계약자의 의사표시로 계약의 효력을 소멸시키는 것을 해약이라고 하며, 상법이나 보험업법에서는 보험계약이 소멸하기 전에 언제든지 보험계약을 해약 할 수 있다는 규정을 두고 있습니다.
어느 계약이나 마찬가지로 파기후 되돌릴 수는 없으며, 특히 보험의 경우 역선택(해약후부터 해약 취소기간 사이에 발생할 수 있는 보험금 지급사유)발생 우려가 높고, 취소가 자유로운 경우 필요시 수시 해약하게 되므로 보험 전체적 균형이 깨지게 되므로 해약후 취소는 불가합니다."
